Name,Pos,Team,VOR,VOR Rank,ADP Rank,Average ADP,predicted_fantasy_points,Positional_Rank,Proj_Points_Normalized,ADP Normalized,Composite_Score,Tier,Overall_Rank,Cluster,Positional_Rank_Within_Tier
Tommy Hudson,TE,NO,0.2904666024687034,657.0,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Dallin Holker,TE,NO,0.2904666024687034,657.0,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Scotty Washington,TE,BAL,0.28959117569815285,660.5,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Keilan Robinson,RB,JAC,0.2841197583822113,680.5,0.0,0.0,2.019953583919821,141.5,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Jordan Matthews,TE,CAR,0.28849689223496455,662.5,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Stephen Carlson,TE,CHI,0.28827803554232684,664.5,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Trey Knox,TE,MIN,0.2880591788496892,666.0,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Tommy Sweeney,TE,CHI,0.28849689223496455,662.5,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Tyree Jackson,TE,NYG,0.2878403221570516,667.5,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Avery Williams,RB,ATL,0.28477632846012435,676.0,0.0,0.0,2.019953583919821,141.5,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
John Samuel Shenker,TE,LV,0.2876214654644139,669.5,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Shane Zylstra,TE,DET,0.2876214654644139,669.5,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Ben Mason,TE,LAC,0.2865271820012256,672.0,0.0,0.0,2.019953583919821,146.0,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
George Holani,RB,SEA,0.28521404184539967,673.5,0.0,0.0,2.019953583919821,141.5,0.005533887364479675,1.0,2.0199535839198224,10,654.0,16,14.0
Boston Scott,RB,LAR,0.28368204499693606,683.0,0.0,0.0,2.005017875857136,150.0,0.00549296933211219,1.0,2.0099466595178215,10,668.0,16,28.0
Sam Howell,QB,SEA,0.006784557471767475,751.0,322.0,287.0,3.440759207043198,54.0,0.009426342294026323,0.1483679525222552,1.9567047085818468,10,669.0,28,29.0
Colton Dowell,WR,TEN,0.32701567013919286,552.5,0.0,0.0,1.9261592498566726,315.0,0.005276927360911373,1.0,1.9035878700964235,10,670.0,0,30.0
Collin Johnson,WR,CHI,0.3296419504508448,531.5,0.0,0.0,1.8542501557008328,316.0,0.005079924404651375,1.0,1.8622046714701777,10,671.0,0,31.0
James Robinson,RB,NO,0.27996148122209574,736.0,0.0,0.0,1.867597300719425,151.0,0.005116490391988041,1.0,1.852397729805892,10,672.0,16,32.0
Mike Strachan,WR,CAR,0.32657795675391754,568.0,0.0,0.0,1.7748565979018949,317.0,0.0048624169283300435,1.0,1.7708296321739894,10,673.0,0,33.0
Tarik Cohen,RB,NYJ,0.28258776153374776,701.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
J.J. Taylor,RB,HOU,0.28258776153374776,701.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Xazavian Valladay,RB,NYJ,0.28258776153374776,701.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Daijun Edwards,RB,PIT,0.28258776153374776,701.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Malik Davis,RB,DAL,0.28236890484111005,707.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Snoop Conner,RB,DAL,0.28236890484111005,707.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Cody Schrader,RB,SF,0.2821500481484724,711.5,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Julius Chestnut,RB,TEN,0.28236890484111005,707.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Christopher Brooks,RB,MIA,0.28236890484111005,707.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Sione Vaki,RB,DET,0.2821500481484724,711.5,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Jermar Jefferson,RB,DET,0.2821500481484724,711.5,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Owen Wright,RB,BAL,0.28193119145583473,716.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Jaden Shirden,RB,CAR,0.28193119145583473,716.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
John Kelly,RB,CLE,0.281712334763197,720.0,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Zander Horvath,RB,NO,0.2814934780705594,722.5,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7525025861340557,10,681.0,16,41.0
Zonovan Knight,RB,DET,0.2810557646852841,724.5,0.0,0.0,1.7525025861340533,159.5,0.0048011756284050055,1.0,1.7514737601091364,10,689.0,16,49.0
Darrynton Evans,RB,BUF,0.28083690799264643,726.5,0.0,0.0,1.649619983642107,168.0,0.004519317303299271,1.0,1.6536622733675315,10,690.0,16,50.0
Jashaun Corbin,RB,NYG,0.284338615074849,679.0,0.0,0.0,1.569174320571454,169.0,0.004298927467642757,1.0,1.564547512008679,10,691.0,16,51.0
Michael Carter,RB,ARI,0.27996148122209574,736.0,0.0,0.0,1.4944236312695223,170.0,0.00409413964563183,1.0,1.5161318012396399,10,692.0,16,52.0
Jameis Winston,QB,CLE,0.005252560623303811,764.0,340.0,324.0,2.6785073636888876,55.0,0.007338068643547632,0.03857566765578635,1.5094510883967132,10,693.0,28,53.0
Zach Wilson,QB,DEN,0.005033703930666163,765.0,0.0,0.0,2.5274414604028697,56.0,0.006924206810259395,1.0,1.4440544993338666,10,694.0,4,54.0
Frank Gore Jr.,RB,BUF,0.28236890484111005,707.0,325.0,296.0,1.4177955721039985,171.0,0.003884208560206689,0.12166172106824924,1.4303073188645803,10,695.0,36,55.0
Sean Clifford,QB,GB,0.004858618576556069,767.0,0.0,0.0,2.3875431739414186,57.0,0.006540939904561965,1.0,1.361902699593199,10,696.0,4,56.0
Damiere Byrd,WR,WAS,0.3272345268318305,546.5,0.0,0.0,1.3243659346473269,318.0,0.0036282476835284875,1.0,1.3421050525899876,10,697.0,0,57.0
Raheem Blackshear,RB,CAR,0.28083690799264643,726.5,0.0,0.0,1.0310862377787888,172.0,0.0028247753554120343,1.0,1.0241244730340542,10,698.0,16,58.0
Taylor Heinicke,QB,ATL,0.0,789.5,0.0,0.0,1.7303010630730065,58.0,0.004740352088241616,1.0,0.9934178747996671,10,699.0,4,59.0
Rashaad Penny,RB,CAR,0.2806180513000087,730.0,333.0,312.0,0.8998799266609742,173.0,0.002465321082296576,0.0741839762611276,0.8828421620898679,10,700.0,36,60.0
Emanuel Wilson,RB,GB,0.2806180513000087,730.0,0.0,0.0,0.7518338121822336,174.0,0.0020597322961006187,1.0,0.7555355037754432,10,701.0,16,61.0
Jake Browning,QB,CIN,0.005952902039744373,754.5,0.0,0.0,1.326119409586281,59.0,0.0036330515230255218,1.0,0.7534298853091972,10,702.0,4,62.0
Travis Homer,RB,CHI,0.281712334763197,720.0,0.0,0.0,0.6853661277970693,175.0,0.0018776366867294862,1.0,0.685861466775345,10,703.0,16,63.0
Mike White,QB,MIA,0.005952902039744373,754.5,0.0,0.0,1.1234446967315943,60.0,0.003077801619515553,1.0,0.6346563467979749,10,704.0,4,64.0
Tony Jones Jr.,RB,ARI,0.281712334763197,720.0,0.0,0.0,0.6283260393623641,176.0,0.0017213690243582166,1.0,0.6050240864419089,10,705.0,16,65.0
JaMycal Hasty,RB,NE,0.283025474919023,693.0,0.0,0.0,0.5510120888779323,177.0,0.0015095588634269211,1.0,0.5502391205874568,10,706.0,16,66.0
Keaontay Ingram,RB,KC,0.2832443316116607,690.0,0.0,0.0,0.5122152656942363,178.0,0.0014032706539812481,1.0,0.52301996607406,10,707.0,16,67.0
Andy Dalton,QB,CAR,0.005690274008579171,760.5,0.0,0.0,0.8336448973393119,61.0,0.0022838628573319197,1.0,0.47496822904496894,10,708.0,4,68.0
Trey Lance,QB,DAL,0.005602731331524061,762.0,0.0,0.0,0.8141960125219171,62.0,0.0022305804755975113,1.0,0.4609819052079975,10,709.0,4,69.0
Isaiah Spiller,RB,LAC,0.2828066182263853,696.5,0.0,0.0,0.4375255527950891,179.0,0.0011986498836033823,1.0,0.4318481921697206,10,710.0,16,70.0
Jarrett Stidham,QB,DEN,0.0,789.5,0.0,0.0,0.7496697643058079,63.0,0.0020538036464054898,1.0,0.4268576891222063,10,711.0,4,71.0
Tyler Goodson,RB,IND,0.28193119145583473,716.0,0.0,0.0,0.37731811828217426,180.0,0.0010337049245948678,1.0,0.3514627677069428,10,712.0,16,72.0
Sam Ehlinger,QB,IND,8.754267705504694e-05,780.0,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Stetson Bennett,QB,LAR,0.0005252560623303438,774.0,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Brandon Allen,QB,SF,8.754267705504694e-05,780.0,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Jake Haener,QB,NO,8.754267705504694e-05,780.0,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Jordan Travis,QB,NYJ,8.754267705504694e-05,780.0,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Devin Leary,QB,BAL,8.754267705504694e-05,780.0,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Michael Pratt,QB,GB,8.754267705504694e-05,780.0,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Nathan Rourke,QB,NYG,0.0,789.5,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Skylar Thompson,QB,MIA,8.754267705504694e-05,780.0,0.0,0.0,0.5771840724671219,68.0,0.001581259921530707,1.0,0.3289949213062589,10,717.0,4,77.0
Chris Evans,RB,CIN,0.2828066182263853,696.5,0.0,0.0,0.3326540932633124,181.0,0.0009113428635721357,1.0,0.3263642410498007,10,722.0,16,82.0
Jaren Hall,QB,MIN,8.754267705504694e-05,780.0,0.0,0.0,0.5663177240380314,73.0,0.0015514903521958087,1.0,0.32552638288769337,10,723.0,4,83.0
Spencer Rattler,QB,NO,0.004814847238028514,768.0,335.0,315.0,0.2622774413434503,75.0,0.0007185382031512019,0.06528189910979232,0.14487368946104826,10,724.0,28,84.0
Carson Wentz,QB,KC,0.005690274008579171,760.5,0.0,0.0,0.25718445065318896,76.0,0.000704585389060515,1.0,0.1447357726967661,10,725.0,4,85.0
Jeff Driskel,QB,WAS,0.0,789.5,0.0,0.0,0.2632048169788819,74.0,0.0007210788517838711,1.0,0.1416905762810837,10,726.0,4,86.0
Joshua Dobbs,QB,SF,0.006653243456184873,752.0,0.0,0.0,0.17899921197454235,77.0,0.0004903882372759797,1.0,0.11707037785594207,10,727.0,4,87.0
Jake Funk,RB,DET,0.2814934780705594,722.5,0.0,0.0,0.060981743078876396,182.0,0.00016706626339070134,1.0,0.045347698969884484,10,728.0,16,88.0
Isaiah Davis,RB,NYJ,0.28258776153374776,701.0,332.0,308.0,0.023516515100652606,183.0,6.44261070195277e-05,0.08605341246290799,0.032568564574885016,10,729.0,36,89.0
Mac Jones,QB,JAC,0.005340103300358921,763.0,0.0,0.0,-0.04778953929260183,78.0,-0.00013092475478195523,1.0,0.002308983165646804,10,730.0,4,90.0
Tyler Huntley,QB,CLE,8.754267705504694e-05,780.0,0.0,0.0,-0.257815328934914,79.0,-0.0007063137502365119,1.0,-0.17320101398603616,10,731.0,4,91.0
Kyle Allen,QB,PIT,0.0,789.5,0.0,0.0,-0.34449467060843586,80.0,-0.0009437814413097337,1.0,-0.21182287657684024,10,732.0,4,92.0
Nick Mullens,QB,MIN,8.754267705504694e-05,780.0,0.0,0.0,-0.4533868089668464,81.0,-0.0012421035578919432,1.0,-0.2568756546315895,10,733.0,4,93.0
Emanuel Wilson,RB,GB,0.2806180513000087,730.0,0.0,0.0,-0.48298510110978965,184.0,-0.0013231913691188536,1.0,-0.4319733362840394,10,734.0,16,94.0
Bailey Zappe,QB,NE,0.0,789.5,0.0,0.0,-1.0057684221229513,82.0,-0.002755414385303908,1.0,-0.6252516814376239,10,735.0,4,95.0
Jimmy Garoppolo,QB,LAR,0.004639761883918359,771.0,0.0,0.0,-1.3098360588859526,83.0,-0.003588441473859404,1.0,-0.65418868079126,10,736.0,4,96.0
Pierre Strong Jr.,RB,CLE,0.2806180513000087,730.0,0.0,0.0,-0.8584880699417331,185.0,-0.002351923490037816,1.0,-0.8258417388875701,10,737.0,16,97.0
Case Keenum,QB,HOU,8.754267705504694e-05,780.0,0.0,0.0,-2.2052421865840057,84.0,-0.0060415060866265725,1.0,-1.205217074899533,10,738.0,4,98.0
Tommy DeVito,QB,NYG,0.0,789.5,0.0,0.0,-2.2759669762479353,85.0,-0.006235264509093491,1.0,-1.2193266704374865,10,739.0,4,99.0
